scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,state_dwellings,regional_modelled_stock_dwellings,cooling_case,cooling_variant_id,active_cooling,cooling_system,heating_system_reversible_cooling_capable,variant_share,variant_dwellings,source_id,assumption_id
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_existing,58491.1146072,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,43283.424809328,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_existing,58491.1146072,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,15207.689797871999,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,18649.3408892,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,16224.926573604,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,2424.414315596,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,13800.512258008,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,4848.828631192,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,no_active_cooling,inactive_cooling,false,none_active,true,1,7629.27581833,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,current_regional,inactive_cooling,false,none_active,true,0.87,6637.4699619471,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.13,991.8058563829,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,higher_uptake,inactive_cooling,false,none_active,true,0.74,5645.6641055642,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.26,1983.6117127658,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,58491.1146072,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,58491.1146072,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,58491.1146072,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,58491.1146072,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,50887.269708264,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,58491.1146072,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,7603.844898936,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,58491.1146072,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,43283.424809328,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,58491.1146072,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,15207.689797871999,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,18649.3408892,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,16224.926573604,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,2424.414315596,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,13800.512258008,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_standard_B_proxy,18649.3408892,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,4848.828631192,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,no_active_cooling,inactive_cooling,false,none_active,true,1,7629.27581833,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,current_regional,inactive_cooling,false,none_active,true,0.87,6637.4699619471,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.13,991.8058563829,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,higher_uptake,inactive_cooling,false,none_active,true,0.74,5645.6641055642,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_advanced_A_proxy,7629.27581833,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.26,1983.6117127658,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_existing,80509.832346,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,80509.832346,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_existing,80509.832346,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_existing,80509.832346,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,70043.55414102,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_existing,80509.832346,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,10466.278204979999,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_existing,80509.832346,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,59577.275936039994,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_existing,80509.832346,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,20932.556409959998,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_standard_B_proxy,25669.8016176,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,25669.8016176,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_standard_B_proxy,25669.8016176,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_standard_B_proxy,25669.8016176,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,22332.727407312,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_standard_B_proxy,25669.8016176,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,3337.074210288,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_standard_B_proxy,25669.8016176,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,18995.653197024,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_standard_B_proxy,25669.8016176,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,6674.148420576,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_advanced_A_proxy,10501.2824799,3244134,no_active_cooling,inactive_cooling,false,none_active,true,1,10501.2824799,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_advanced_A_proxy,10501.2824799,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_advanced_A_proxy,10501.2824799,3244134,current_regional,inactive_cooling,false,none_active,true,0.87,9136.115757513,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_advanced_A_proxy,10501.2824799,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.13,1365.166722387,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_advanced_A_proxy,10501.2824799,3244134,higher_uptake,inactive_cooling,false,none_active,true,0.74,7770.949035126,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,TABULA_advanced_A_proxy,10501.2824799,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.26,2730.333444774,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_existing,73737.5034307,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,73737.5034307,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_existing,73737.5034307,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_existing,73737.5034307,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,64151.627984709005,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_existing,73737.5034307,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,9585.875445991001,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_existing,73737.5034307,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,54565.752538718,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_existing,73737.5034307,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,19171.750891982003,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_standard_B_proxy,23510.5083402,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,23510.5083402,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_standard_B_proxy,23510.5083402,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_standard_B_proxy,23510.5083402,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,20454.142255974,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_standard_B_proxy,23510.5083402,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,3056.366084226,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_standard_B_proxy,23510.5083402,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,17397.776171748,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_standard_B_proxy,23510.5083402,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,6112.732168451999,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_advanced_A_proxy,9617.93523009,3244134,no_active_cooling,inactive_cooling,false,none_active,true,1,9617.93523009,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_advanced_A_proxy,9617.93523009,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_advanced_A_proxy,9617.93523009,3244134,current_regional,inactive_cooling,false,none_active,true,0.87,8367.603650178298,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_advanced_A_proxy,9617.93523009,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.13,1250.3315799117,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_advanced_A_proxy,9617.93523009,3244134,higher_uptake,inactive_cooling,false,none_active,true,0.74,7117.272070266599,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,TABULA_advanced_A_proxy,9617.93523009,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.26,2500.6631598234,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_existing,35329.6240153,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,35329.6240153,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_existing,35329.6240153,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_existing,35329.6240153,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,30736.772893311,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_existing,35329.6240153,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,4592.851121989001,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_existing,35329.6240153,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,26143.921771322002,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_existing,35329.6240153,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,9185.702243978001,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_standard_B_proxy,11264.517802,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,11264.517802,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_standard_B_proxy,11264.517802,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_standard_B_proxy,11264.517802,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,9800.13048774,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_standard_B_proxy,11264.517802,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,1464.38731426,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_standard_B_proxy,11264.517802,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,8335.74317348,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_standard_B_proxy,11264.517802,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,2928.77462852,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_advanced_A_proxy,4608.21182808,3244134,no_active_cooling,inactive_cooling,false,none_active,true,1,4608.21182808,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_advanced_A_proxy,4608.21182808,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_advanced_A_proxy,4608.21182808,3244134,current_regional,inactive_cooling,false,none_active,true,0.87,4009.1442904296,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_advanced_A_proxy,4608.21182808,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.13,599.0675376504,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_advanced_A_proxy,4608.21182808,3244134,higher_uptake,inactive_cooling,false,none_active,true,0.74,3410.0767527792,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,TABULA_advanced_A_proxy,4608.21182808,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.26,1198.1350753008,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_existing,86266.382345,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,86266.382345,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_existing,86266.382345,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_existing,86266.382345,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,75051.75264015,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_existing,86266.382345,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,11214.629704850002,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_existing,86266.382345,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,63837.1229353,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_existing,86266.382345,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,22429.259409700004,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,27505.2233564,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,23929.544320068002,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,3575.679036332,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,20353.865283736002,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,7151.358072664,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,no_active_cooling,inactive_cooling,false,none_active,true,1,11252.1368276,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,current_regional,inactive_cooling,false,none_active,true,0.87,9789.359040012,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.13,1462.777787588,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,higher_uptake,inactive_cooling,false,none_active,true,0.74,8326.581252424,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,true,0.26,2925.555575176,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,86266.382345,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,86266.382345,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,86266.382345,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,86266.382345,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,75051.75264015,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,86266.382345,3244134,current_regional,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.13,11214.629704850002,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,86266.382345,3244134,higher_uptake,inactive_cooling,false,none_active,false,0.74,63837.1229353,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,86266.382345,3244134,higher_uptake,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0.26,22429.259409700004,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,no_active_cooling,inactive_cooling,false,none_active,false,1,27505.2233564,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,no_active_cooling,active_cooling,true,integrated_reversible_or_split_system_unspecified,false,0,0,STATBEL_HBS_2024,COOLING_CASES_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,current_regional,inactive_cooling,false,none_active,false,0.87,23929.544320068002,STATBEL_HBS_2024,COOLING_CASES_V1
