scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,state_dwellings,regional_modelled_stock_dwellings,pv_basis_year,dwelling_group,pv_variant_id,pv_installed,house_participation_rate,apartment_participation_rate,variant_share,variant_dwellings,assigned_capacity_kwp_per_participating_dwelling,allocated_capacity_mw,regional_basis_capacity_mw,raw_linear_capacity_mw_2050,rooftop_potential_mw,eligible_stock_capacity_mw,capacity_cap_reason,source_id,assumption_id
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,2024,apartment,pv_installed,true,0.447065771645,0,0,0,0,0,4441.78497,9148.001371988044,56967.685,10103.664612971113,observed_2024_small_system_stock,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,2050,apartment,no_pv,false,0.905414195978,0.226353548995,0.773646451005,8705.175722900069,0,0,9148.001371988044,9148.001371988044,56967.685,10103.664612971113,linear_trajectory,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,2050,apartment,pv_installed,true,0.905414195978,0.226353548995,0.226353548995,2546.96110469993,0.672576574704,1.713026375704,9148.001371988044,9148.001371988044,56967.685,10103.664612971113,linear_trajectory,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,86266.382345,3244134,2024,apartment,no_pv,false,0.447065771645,0,1,86266.382345,0,0,4441.78497,9148.001371988044,56967.685,10103.664612971113,observed_2024_small_system_stock,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,86266.382345,3244134,2024,apartment,pv_installed,true,0.447065771645,0,0,0,0,0,4441.78497,9148.001371988044,56967.685,10103.664612971113,observed_2024_small_system_stock,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,2024,apartment,no_pv,false,0.447065771645,0,1,27505.2233564,0,0,4441.78497,9148.001371988044,56967.685,10103.664612971113,observed_2024_small_system_stock,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_standard_B_proxy,27505.2233564,3244134,2024,apartment,pv_installed,true,0.447065771645,0,0,0,0,0,4441.78497,9148.001371988044,56967.685,10103.664612971113,observed_2024_small_system_stock,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,2050,apartment,no_pv,false,0.905414195978,0.226353548995,0.773646451005,8705.175722900069,0,0,9148.001371988044,9148.001371988044,56967.685,10103.664612971113,linear_trajectory,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_advanced_A_proxy,11252.1368276,3244134,2050,apartment,pv_installed,true,0.905414195978,0.226353548995,0.226353548995,2546.96110469993,0.672576574704,1.713026375704,9148.001371988044,9148.001371988044,56967.685,10103.664612971113,linear_trajectory,VEKA_FLUVIUS_PV_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+VEKA_ROOFTOP_POTENTIAL,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,TABULA_existing,0,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,TABULA_existing,0,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,0,5.271355900515,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,TABULA_standard_B_proxy,113062.9293276,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,83773.84395186238,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,TABULA_standard_B_proxy,113062.9293276,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,29289.085375737617,5.271355900515,154.393193016094,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,TABULA_advanced_A_proxy,23509.560083529985,1727209,2050,house,no_pv,false,0.903539422188,0.225884855547,0.096460577812,2267.745749773499,0,0,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,TABULA_advanced_A_proxy,23509.560083529985,1727209,2050,house,pv_installed,true,0.903539422188,0.225884855547,0.903539422188,21241.814333756487,5.271355900515,111.9731633259,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_existing,0,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_existing,0,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,0,5.271355900515,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_standard_B_proxy,194888.92931029995,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,144402.72199812083,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_standard_B_proxy,194888.92931029995,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,50486.2073121791,5.271355900515,266.130766809699,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_advanced_A_proxy,36631.5420564,1727209,2050,house,no_pv,false,0.903539422188,0.225884855547,0.096460577812,3533.499712920919,0,0,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_advanced_A_proxy,36631.5420564,1727209,2050,house,pv_installed,true,0.903539422188,0.225884855547,0.903539422188,33098.04234347909,5.271355900515,174.471560802807,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,TABULA_existing,128138.42018509985,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,94944.0110977584,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,TABULA_existing,128138.42018509985,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,33194.40908734145,5.271355900515,174.979544206679,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,TABULA_standard_B_proxy,182513.43522540003,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,135233.1142720408,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,TABULA_standard_B_proxy,182513.43522540003,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,47280.320953359216,5.271355900515,249.231398835752,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,TABULA_advanced_A_proxy,29601.59209294009,1727209,2050,house,no_pv,false,0.903539422188,0.225884855547,0.096460577812,2855.386677453058,0,0,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,TABULA_advanced_A_proxy,29601.59209294009,1727209,2050,house,pv_installed,true,0.903539422188,0.225884855547,0.903539422188,26746.20541548703,5.271355900515,140.988767733324,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_existing,64465.5608716,1727209,2024,apartment,no_pv,false,0.259051181054,0,1,64465.5608716,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_existing,64465.5608716,1727209,2024,apartment,pv_installed,true,0.259051181054,0,0,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_standard_B_proxy,8076.55090646,1727209,2024,apartment,no_pv,false,0.259051181054,0,1,8076.55090646,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_standard_B_proxy,8076.55090646,1727209,2024,apartment,pv_installed,true,0.259051181054,0,0,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_advanced_A_proxy,881.078280705,1727209,2050,apartment,no_pv,false,0.903539422188,0.225884855547,0.774115144453,682.056040542448,0,0,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_advanced_A_proxy,881.078280705,1727209,2050,apartment,pv_installed,true,0.903539422188,0.225884855547,0.225884855547,199.022240162552,0.910366993819,0.18118327848,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_existing,0,1727209,2024,apartment,no_pv,false,0.259051181054,0,1,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_existing,0,1727209,2024,apartment,pv_installed,true,0.259051181054,0,0,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_standard_B_proxy,62869.74137806,1727209,2024,apartment,no_pv,false,0.259051181054,0,1,62869.74137806,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_standard_B_proxy,62869.74137806,1727209,2024,apartment,pv_installed,true,0.259051181054,0,0,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_advanced_A_proxy,10553.448680705002,1727209,2050,apartment,no_pv,false,0.903539422188,0.225884855547,0.774115144453,8169.584449942427,0,0,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_advanced_A_proxy,10553.448680705002,1727209,2050,apartment,pv_installed,true,0.903539422188,0.225884855547,0.225884855547,2383.864230762575,0.910366993819,2.170191313431,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,TABULA_existing,0,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,TABULA_existing,0,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,0,5.271355900515,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,TABULA_standard_B_proxy,74730.7367831,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,55371.65115840373,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,TABULA_standard_B_proxy,74730.7367831,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,19359.08562469627,5.271355900515,102.048630236325,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,TABULA_advanced_A_proxy,15592.433645140001,1727209,2050,house,no_pv,false,0.903539422188,0.225884855547,0.096460577812,1504.055158912283,0,0,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,TABULA_advanced_A_proxy,15592.433645140001,1727209,2050,house,pv_installed,true,0.903539422188,0.225884855547,0.903539422188,14088.378486227719,5.271355900515,74.264857062071,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_existing,0,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,0,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_existing,0,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,0,5.271355900515,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_standard_B_proxy,57477.64367674009,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,42587.992198080654,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_standard_B_proxy,57477.64367674009,1727209,2024,house,pv_installed,true,0.259051181054,0,0.259051181054,14889.651478659429,5.271355900515,78.488652178649,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_advanced_A_proxy,14029.010729980913,1727209,2050,house,no_pv,false,0.903539422188,0.225884855547,0.096460577812,1353.246481150833,0,0,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_advanced_A_proxy,14029.010729980913,1727209,2050,house,pv_installed,true,0.903539422188,0.225884855547,0.903539422188,12675.76424883008,5.271355900515,66.818464666613,6659.588,12890.305160390515,6659.588,7370.556100226863,official_rooftop_potential,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
central,2050,Walloon Region,BE_TABULA_08,Terraced house,1946-1970,TABULA_existing,56178.9804181,1727209,2024,house,no_pv,false,0.259051181054,0,0.740948818946,41625.749190382696,0,0,1889.08,12890.305160390515,6659.588,7370.556100226863,observed_2024_small_system_stock,CWAPE_2024+ORES_PV_2024+SPW_SMALL_PV_SHARE+WALLONIA_PV_CAPACITY_2024+REGIONAL_PV_TARGETS_2030+REGIONAL_PV_YIELD+SPW_ROOFTOP_METHOD,PV_PROXY_STOCK_ONLY_V1
